[0] 3:20	[music]
[5509] 4:06:57	yet I never thought about it until I
[5510] 4:06:59	read your book."
[5511] 4:07:00	That's awesome. That is really awesome.
[5512] 4:07:08	So,
[5513] 4:07:15	Bubble Trouble, "I don't want to appeal
[5514] 4:07:16	to Christians, quite honestly.
[5515] 4:07:18	Yeah, I'm not surprised.
[5516] 4:07:20	I don't I look I I never sought to
[5517] 4:07:22	appeal to Christians. I sought to write
[5518] 4:07:26	books with a Christian worldview.
[5519] 4:07:28	So that anyone could pick them up and
[5520] 4:07:30	learn something.
[5521] 4:07:33	Uh she says, "I want to reach out to
[5522] 4:07:35	people who don't know Jesus."
[5523] 4:07:37	That is excellent. And there's a lot of
[5524] 4:07:40	ways to do that. A lot of ways to do
[5525] 4:07:42	that.
[5526] 4:07:44	Um
[5527] 4:07:45	Are you old enough yet to be on Discord?
[5528] 4:07:50	Um I'm going to ask that question
[5529] 4:07:51	because if you are
[5530] 4:07:54	I would still invite you to our writers
[5531] 4:07:57	corner on Discord.
[5532] 4:08:00	So
[5533] 4:08:02	or whatever else it is you want to do.
[5534] 4:08:04	If it is art, then we also have an
[5535] 4:08:06	artist alley as well.
[5536] 4:08:08	So
[5537] 4:08:09	um we want to make sure that on that
[5538] 4:08:12	Discord that we have an environment that
[5539] 4:08:15	nurtures people to to basically do the
[5540] 4:08:20	most get the most out of of doing their
[5541] 4:08:23	artwork. So
[5542] 4:08:40	Jackray goes, "I do the you guys are
[5543] 4:08:42	idiots I'm out of here thing." Yeah,
[5544] 4:08:44	these people aren't idiots. They're
[5545] 4:08:46	selfish. Yeah, in the book one they're
[5546] 4:08:48	selfish, they're
[5547] 4:08:50	um
[5548] 4:08:52	jealous. There's a lot of bad traits,
[5549] 4:08:55	but they're not idiots.
[5550] 4:08:57	You know, they're very smart people who
[5551] 4:08:58	are doing really morally reprehensible
[5552] 4:09:00	things.
[5553] 4:09:02	>> They find meaning through a very corrupt
[5554] 4:09:04	system.
[5555] 4:09:05	>> Yeah.
[5556] 4:09:05	>> But it's the only system they have.
[5557] 4:09:07	>> Yeah, they're finding meaning through a
[5558] 4:09:09	corrupt system, but it's the only system
[5559] 4:09:10	they have. So
[5560] 4:09:13	Jack Ray selfish to the point of
[5561] 4:09:14	self-destructing, but they don't know
[5562] 4:09:15	that.
[5563] 4:09:17	They don't know that.
[5564] 4:09:19	They don't know They don't know what
[5565] 4:09:21	things are going cuz cuz information's
[5566] 4:09:23	being withheld from them.
[5567] 4:09:25	We have to remember Gardner is holding
[5568] 4:09:27	all of that information to himself.
[5569] 4:09:31	They don't know how serious this has
[5570] 4:09:32	become.
[5571] 4:09:34	>> And that's a Christian worldview is
[5572] 4:09:36	>> Yeah.
[5573] 4:09:37	>> people who enjoy sin
[5574] 4:09:40	have no clue how destructive it is.
[5575] 4:09:43	>> Yeah. And that that that's a Christian
[5576] 4:09:44	worldview, too. Is that people who enjoy
[5577] 4:09:46	sin don't know how destructive it is.
[5578] 4:09:52	So.
[5579] 4:09:54	Uh Mama says to Jack Ray, I think you
[5580] 4:09:56	would enjoy Nima from book two. Nima's
[5581] 4:09:58	very likable.
[5582] 4:10:00	She's incredibly like likable.
[5583] 4:10:03	And very competent.
[5584] 4:10:06	And Nima goes, uh Nima is the character
[5585] 4:10:09	from the cover of book two.
[5586] 4:10:11	Yeah. This is Nima.
[5587] 4:10:14	Very competent. Very likable.
[5588] 4:10:19	Um
[5589] 4:10:22	So, it's
[5590] 4:10:25	Um
[5591] 4:10:27	And and you know, it's one of those
[5592] 4:10:29	things where it's just, you know,
[5593] 4:10:32	every book is going to be different.
[5594] 4:10:34	This is one of the things I like about
[5595] 4:10:37	writing novels.
[5596] 4:10:39	I can do something different with every
[5597] 4:10:42	book.
[5598] 4:10:45	Um
[5599] 4:10:47	This book
[5600] 4:10:49	is a supernatural mystery. It's really
[5601] 4:10:52	written as a mystery.
[5602] 4:10:56	Um
[5603] 4:10:58	This book is about children growing up
[5604] 4:11:00	to be like their parents.
[5605] 4:11:08	And book
[5606] 4:11:11	is
[5607] 4:11:12	if you like war uh science fiction,
[5608] 4:11:15	space marines, you'll like this one.
[5609] 4:11:20	So,
[5610] 4:11:21	every book I do has something different.
[5611] 4:11:23	It's a different experience.
[5612] 4:11:25	So,
[5613] 4:11:37	All right. So,
[5614] 4:11:47	So, then moving up and bubble trouble in
[5615] 4:11:49	the navy.
[5616] 4:11:52	Um
[5617] 4:11:53	book six
[5618] 4:11:55	>> [laughter]
[5619] 4:11:55	>> Book six is in the navy.
[5620] 4:11:59	Quite literally in the navy.
[5621] 4:12:06	Book six, yep.
[5622] 4:12:11	Uh Farmhouse Theologian says book one
[5623] 4:12:14	had bad the bad characters were
[5624] 4:12:16	believable in my pessimistic world view.
[5625] 4:12:19	Uh
[5626] 4:12:22	They were based upon people and work
[5627] 4:12:24	situations I was actually in.
[5628] 4:12:26	Okay?
[5629] 4:12:28	So,
[5630] 4:12:29	what he overcomes
[5631] 4:12:31	because it's a book about overcoming.
[5632] 4:12:34	The the whole theme of book one is that
[5633] 4:12:38	if you want to overcome, you have to be
[5634] 4:12:40	resilient.
[5635] 4:12:42	So,
[5636] 4:12:50	So, Pierre's like not a guy who gives
[5637] 4:12:52	up.
[5638] 4:12:54	He could easily give up.
[5639] 4:12:56	He has all the incentive to give up. He
[5640] 4:12:58	doesn't.
[5641] 4:13:00	No. He keeps pressing on.
[5642] 4:13:05	Now, sometimes he has to be encouraged
[5643] 4:13:07	to keep going.
[5644] 4:13:08	We all do sometimes.
[5645] 4:13:11	But, he doesn't give up.
[5646] 4:13:14	And that's how he makes his discovery.
[5647] 4:13:18	Is by keep pressing on.
[5648] 4:13:20	>> And that's a very Christian theme.
[5649] 4:13:22	>> That's a very Christian theme. Yeah.
[5650] 4:13:25	Running the race to win the prize.
[5651] 4:13:28	>> Don't give up in the middle of the race.
[5652] 4:13:30	>> Don't give up in the middle of the race.
[5653] 4:13:32	>> And more people
[5654] 4:13:34	more people give up right before the end
[5655] 4:13:37	of
[5656] 4:13:38	>> Yeah.
[5657] 4:13:39	>> Lose out because they quit too soon.
[5658] 4:13:41	>> Yeah. Most
[5659] 4:13:43	Most people who give up do so right at
[5660] 4:13:46	the end, just before the finish line.
[5661] 4:13:50	So,
[5662] 4:13:51	you know, that whole thing that we find
[5663] 4:13:53	in the epistles of
[5664] 4:13:55	training for the race, running the race,
[5665] 4:13:58	completing the race
[5666] 4:14:00	to win the prize.
[5667] 4:14:02	That's
[5668] 4:14:03	Book 1 in a nutshell.
[5669] 4:14:07	It's a very Christian theme.
[5670] 4:14:11	Bubble Trouble asks a follow-up question
[5671] 4:14:13	here. Also, Pierce's whole training
[5672] 4:14:14	process gave me vivid flashbacks to when
[5673] 4:14:17	I was training as a Walmart employee.
[5674] 4:14:20	Not sure if you ever worked there
[5675] 4:14:21	recently, but was it possible
[5676] 4:14:23	inspiration?
[5677] 4:14:25	>> Oh.
[5678] 4:14:27	>> Um, okay. I've worked in a lot of
[5679] 4:14:29	places.
[5680] 4:14:30	I have worked in large retailers.
[5681] 4:14:33	Like Zellers.
[5682] 4:14:36	Now, most of you won't know Zellers
[5683] 4:14:38	unless you've lived in Canada.
[5684] 4:14:41	It was It was
[5685] 4:14:44	like
[5686] 4:14:46	um, Walmart.
[5687] 4:14:48	Okay, back in the 1980s.
[5688] 4:14:52	All right? So,
[5689] 4:14:53	>> [clears throat]
[5690] 4:14:55	>> um,
[5691] 4:14:57	there were
[5692] 4:14:59	um
[5693] 4:15:01	There was some a lot of inspiration
[5694] 4:15:03	taken from
[5695] 4:15:06	um a lot of my workplaces, okay?
[5696] 4:15:11	Um
[5697] 4:15:12	the whole
[5698] 4:15:14	you know, good truth, bad truth thing.
[5699] 4:15:17	Uh I got that
[5700] 4:15:20	from working in a pharmaceutical
[5701] 4:15:21	industry.
[5702] 4:15:24	Um
[5703] 4:15:25	some of the weird ducting for the ship
[5704] 4:15:28	like the transport ship, that whole sort
[5705] 4:15:31	of
[5706] 4:15:32	of um
[5707] 4:15:33	grading that you walked on to get to the
[5708] 4:15:35	back of the ship.
[5709] 4:15:37	That was taken from the Starbucks
[5710] 4:15:42	um bean processing plant.
[5711] 4:15:44	There's a place in the bean processing
[5712] 4:15:46	plant that looked really sci-fi. I mean,
[5713] 4:15:48	if you if you filmed a sci-fi film
[5714] 4:15:50	there, I mean, you would not know this
[5715] 4:15:52	wasn't a set.
[5716] 4:15:54	Okay?
[5717] 4:15:55	Um put in some spooky lighting in there,
[5718] 4:15:57	some red lighting, and oh my gosh, you
[5719] 4:15:59	have a sci-fi set there.
[5720] 4:16:02	Um that whole but in the decaffeination
[5721] 4:16:05	process
[5722] 4:16:07	I don't know, tunnel?
[5723] 4:16:10	Corridor?
[5724] 4:16:11	Hard exactly to explain what it is.
[5725] 4:16:13	Um
[5726] 4:16:15	there's grading and a sloped
[5727] 4:16:18	uh roof on it. I mean, it looked It was
[5728] 4:16:20	like a uh triangular chamber that you
[5729] 4:16:23	walk uh corridor that you walk down. Um
[5730] 4:16:26	there was grading underfoot and all of
[5731] 4:16:28	that.
[5732] 4:16:30	So so yeah, that was very inspirational
[5733] 4:16:34	for the um for the design of the
[5734] 4:16:37	transport vessel.
[5735] 4:16:46	Andergram, did Dr. Falk work for
[5736] 4:16:47	Starbucks? I worked in the bean
[5737] 4:16:49	processing plant at Starbucks
[5738] 4:16:52	in Nevada.
[5739] 4:16:53	Huge facility.
[5740] 4:16:55	Huge plant.
[5741] 4:16:58	Very few employees there, but huge
[5742] 4:17:00	plant.
[5743] 4:17:03	So, yeah. Good work there.
[5744] 4:17:05	Never worked as a barista, though.
[5745] 4:17:14	And Ingram goes,
[5746] 4:17:16	"Woah."
[5747] 4:17:17	Yeah, I know what's in the house blend.
[5748] 4:17:26	Yeah, I won't drink Starbucks anymore,
[5749] 4:17:28	either.
[5750] 4:17:34	Mama asks, "Why does Starbucks always
[5751] 4:17:36	burn their beans?" Cuz they're
[5752] 4:17:37	low-quality beans.
[5753] 4:17:39	That's the reason.
[5754] 4:17:40	>> It's procedure.
[5755] 4:17:41	>> It's procedure. It's It's a way to mask
[5756] 4:17:43	low-quality beans, cheap beans.
[5757] 4:17:48	So,
[5758] 4:17:59	Cerebral God asks, "Which pharaoh from
[5759] 4:18:01	each dynasty was the most evil?" Can't
[5760] 4:18:03	answer that. That would take too long.
[5761] 4:18:05	There were 32 dynasties. Yeah, I'm not
[5762] 4:18:07	going to answer that question.
[5763] 4:18:09	Way too long. Sorry, Cerebral.
[5764] 4:18:16	Mama says, "Woah. So, they hide bad
[5765] 4:18:18	beans by burning them?" Yeah, they do.
[5766] 4:18:20	Exactly how they do it.
[5767] 4:18:22	>> You can't tell they're low quality cuz
[5768] 4:18:24	all you're tasting is the burn.
[5769] 4:18:25	>> Yeah, you can't tell they're low quality
[5770] 4:18:26	cuz all you're tasting is the burn.
[5771] 4:18:28	The the char.
[5772] 4:18:29	>> I won't pay
[5773] 4:18:31	lots and lots of money
[5774] 4:18:33	for very bad coffee.
[5775] 4:18:35	>> Bubble Trouble says, "And yet they make
[5776] 4:18:37	you pay for it as if it was high
[5777] 4:18:39	quality. Blah."
[5778] 4:18:40	Um
[5779] 4:18:42	you're paying for the cachet of buying
[5780] 4:18:45	at a Starbucks. That's what you're
[5781] 4:18:46	you're paying for. You're not paying for
[5782] 4:18:48	the coffee.
[5783] 4:18:49	>> And almost everybody takes theirs
[5784] 4:18:51	with cream, caramel,
[5785] 4:18:55	whipped cream.
[5786] 4:19:12	>> I think we're getting close to the end
[5787] 4:19:14	here.
[5788] 4:19:17	We're past 12 here. Well, we talked
[5789] 4:19:20	about chibi art. What can be better than
[5790] 4:19:23	uh
[5791] 4:19:24	>> [laughter]
[5792] 4:19:25	>> Oh, Mama goes, "Yeah, they got a load of
[5793] 4:19:27	it with sugar to cover up the burnt
[5794] 4:19:28	beans."
[5795] 4:19:29	Um I did
[5796] 4:19:31	I did have access to the recipe book
[5797] 4:19:33	while I was there.
[5798] 4:19:35	Um they they do you can't get anything
[5799] 4:19:38	to drink at a Starbucks except coffee.
[5800] 4:19:44	Um they had one thing that was iced tea,
[5801] 4:19:46	but their iced tea syrup was so sweet.
[5802] 4:19:49	Um I was doing a lot of manual labor at
[5803] 4:19:51	the Starbucks plant, so the last thing I
[5804] 4:19:53	wanted was a hot cup of coffee.
[5805] 4:19:56	Yeah, that was that was brutal. That was
[5806] 4:19:58	really brutal.
[5807] 4:19:59	>> ice water.
[5808] 4:20:00	>> Yeah, you really wanted ice water is
[5809] 4:20:02	what you wanted.
[5810] 4:20:03	But no, they wouldn't they wouldn't get
[5811] 4:20:05	that for you.
[5812] 4:20:14	Uh Chad Lennox here asks a uh super chat
[5813] 4:20:16	here for $1.99. Thank you for the super
[5814] 4:20:18	chat.
[5815] 4:20:20	How often do you get to do art? What
[5816] 4:20:21	medium?
[5817] 4:20:22	Um
[5818] 4:20:24	it depends. Um
[5819] 4:20:27	I don't get to do it as much as I used
[5820] 4:20:28	to.
[5821] 4:20:30	I used to do it a lot.
[5822] 4:20:32	Um but I've I've done um art. I love
[5823] 4:20:36	colored pencils.
[5824] 4:20:37	Colored pencils is probably my favorite.
[5825] 4:20:40	Um
[5826] 4:20:42	I'm a huge fan of Faber-Castell colored
[5827] 4:20:45	pencils.
[5828] 4:20:46	Oh my gosh, those are just Those are the
[5829] 4:20:48	sweetest colored pencils.
[5830] 4:20:51	Um I just I'll do lots of pencil
[5831] 4:20:54	sketches, ink, and um
[5832] 4:20:57	um you know, stippling.
[5833] 4:21:00	Uh I will also do uh paintings and
[5834] 4:21:03	watercolor,
[5835] 4:21:05	acrylic,
[5836] 4:21:07	um
[5837] 4:21:09	I used to do a lot of oils. I don't have
[5838] 4:21:11	many oils anymore cuz I just don't have
[5839] 4:21:13	the money to do oils.
[5840] 4:21:15	But
[5841] 4:21:16	yeah, I used to do all sorts of art on
[5842] 4:21:18	all sorts of medium.
[5843] 4:21:21	Um
[5844] 4:21:22	I've done um a lot of 3D stuff. I've
[5845] 4:21:26	done soapstone carving. I've done
[5846] 4:21:29	um
[5847] 4:21:31	uh wax for lost wax work,
[5848] 4:21:35	um jewelry casting, that sort of thing.
[5849] 4:21:36	I've done some lapidary.
[5850] 4:21:38	So, just a I've I've done a huge
[5851] 4:21:40	diversity of art. Huge diversity.
[5852] 4:21:44	Yeah, Mrs. Producer misses the lapidary
[5853] 4:21:46	the most. So.
[5854] 4:21:49	Harry Start goes,
[5855] 4:21:51	"Not even water?" Well, it wasn't cold
[5856] 4:21:53	water.
[5857] 4:21:54	So, it was like pretty warm.
[5858] 4:21:56	>> [clears throat]
[5859] 4:21:57	>> Yeah. You have pipes in the the middle
[5860] 4:21:59	of the Nevada desert.
[5861] 4:22:01	>> Yeah, pipes in the middle of the Nevada
[5862] 4:22:02	desert are not cold.
[5863] 4:22:07	So, it didn't matter if you got water
[5864] 4:22:09	cuz
[5865] 4:22:10	wasn't cold.
[5866] 4:22:12	Didn't quench your thirst.
[5867] 4:22:14	>> Probably kept you hydrated, but it
[5868] 4:22:16	didn't quench
[5869] 4:22:17	>> Yeah.
[5870] 4:22:18	Uh Bubble Trouble says, "I like my
[5871] 4:22:20	colored pencils waxy." I do, too.
[5872] 4:22:22	Yeah. "They blend really nicely." Yeah,
[5873] 4:22:24	they do. Uh The other things you can do
[5874] 4:22:26	with them I also like pastels. Love
[5875] 4:22:28	pastels.
[5876] 4:22:31	Um I'm a big big I love soft pastels.
[5877] 4:22:34	Soft pastels are just gorgeous to work
[5878] 4:22:36	with.
[5879] 4:22:38	Um
[5880] 4:22:39	especially if you keep them well
[5881] 4:22:41	maintained. If you keep a pastel well
[5882] 4:22:44	maintained,
[5883] 4:22:45	uh it'll serve you well for a long time.
[5884] 4:22:50	Um the best way to to keep your soft
[5885] 4:22:52	pastels is in rice.
[5886] 4:22:55	Just you basically take your soft
[5887] 4:22:57	pastels,
[5888] 4:22:58	put them in a box with rice.
[5889] 4:23:01	It will take off that green gray sludge.
[5890] 4:23:04	Um here's one of the things that people
[5891] 4:23:07	um
[5892] 4:23:09	Like you want to get a good bargain on
[5893] 4:23:11	pastels,
[5894] 4:23:13	you go to some of these art shows where
[5895] 4:23:15	people are selling their old materials,
[5896] 4:23:17	and you'll sometimes see a bag of like
[5897] 4:23:21	used pastels.
[5898] 4:23:24	And they're just like in a plastic bag
[5899] 4:23:25	that's full of awful gray gunk.
[5900] 4:23:29	And
[5901] 4:23:31	um
[5902] 4:23:34	Now they'll they'll charge you actually
[5903] 4:23:35	like a buck.
[5904] 4:23:36	A buck or two bucks for this bag of of
[5905] 4:23:40	used pastels, soft pastels. Um I don't
[5906] 4:23:43	don't do this with oil pastels cuz it
[5907] 4:23:45	won't work with oil pastels, but with
[5908] 4:23:46	soft pastels.
[5909] 4:23:49	And
[5910] 4:23:51	you get this big old bag
[5911] 4:23:53	of of um soft pastels,
[5912] 4:23:57	and then just put them in a coffee can
[5913] 4:23:59	with some rice,
[5914] 4:24:00	and you keep shaking it.
[5915] 4:24:03	Not so hard as to break the pastels, but
[5916] 4:24:05	you'll notice that the the rice quickly
[5917] 4:24:08	takes off the outer scum of the of the
[5918] 4:24:12	pastel, and you're left with these
[5919] 4:24:14	beautiful clean pastels. Just And it's
[5920] 4:24:17	gorgeous. The it's absolutely gorgeous.
[5921] 4:24:19	It's a cheap way to get a lot of
[5922] 4:24:22	different colors really fast, really
[5923] 4:24:25	easy,
[5924] 4:24:26	and it as I say, just takes a bit of
[5925] 4:24:28	rice.
[5926] 4:24:30	And
[5927] 4:24:34	Mama says, "Huh?
[5928] 4:24:36	Store pastels in rice? Oh, yeah. Let me
[5929] 4:24:38	show you. Um I'll just grab my pastels
[5930] 4:24:40	here and I'll I'll show you in just a
[5931] 4:24:42	second."
[5932] 4:25:19	Okay.
