[0] 0:00	Heat.
[4260] 3:46:46	Um, Dark Blade says Ezekiel ties the
[4261] 3:46:48	time the second year of Jehoachin's
[4262] 3:46:50	exile. That would be 592 BC. Yeah, but
[4263] 3:46:52	that's still before Daniel. Still before
[4264] 3:46:55	Daniel.
[4265] 3:47:02	That's about 100 years before Daniel. At
[4266] 3:47:05	least his writing Daniel's writings.
[4267] 3:47:08	Okay. So, um
[4268] 3:47:14	you know, you don't get the Babylonian
[4269] 3:47:15	exile until another till 576. So,
[4270] 3:47:20	it's 576.
[4271] 3:47:23	care. Let me double check my dates.
[4272] 3:47:38	587, sorry, 587.
[4273] 3:47:43	So 587
[4274] 3:47:45	is when you get the Babylonian exile.
[4275] 3:47:49	Um, and that exile happened over a
[4276] 3:47:51	10-year period, too. So, we're not
[4277] 3:47:55	exactly sure when
[4278] 3:47:57	Daniel was taken to Babylon. So, there's
[4279] 3:48:00	at least probably sometime between 587
[4280] 3:48:03	577 is when Daniel would have been
[4281] 3:48:06	exiled.
[4282] 3:48:07	And, um, at that point, he's going to
[4283] 3:48:10	live. He's he's he's exiled as a as a
[4284] 3:48:13	young boy, as a as a how do you say,
[4285] 3:48:16	pre-teen. He's about 10, 11, 12 maybe.
[4286] 3:48:20	That's that's the point where they're
[4287] 3:48:21	taking people into exile because they're
[4288] 3:48:24	they need to take them when they're
[4289] 3:48:26	young
[4290] 3:48:28	to to make them into Unix. Okay. So,
[4291] 3:48:31	Daniel is brought back to Babylon and
[4292] 3:48:34	he's made a unic, which means he has to
[4293] 3:48:36	be younger than 13.
[4294] 3:48:39	So
[4295] 3:48:42	um so he's taken um sometime you know
[4296] 3:48:46	early on in during the exile
[4297] 3:48:49	Daniel's taking about 606.
[4298] 3:48:52	No can't be 606. Babylonian exile it
[4299] 3:48:56	doesn't take place until 5 587 at least
[4300] 3:49:00	the major one.
[4301] 3:49:03	So
[4302] 3:49:04	he's he's after 50 606.
[4303] 3:49:13	At least I think not really a specialist
[4304] 3:49:16	in Daniel. So it's like kind of
[4305] 3:49:18	spitballing that.
[4306] 3:49:20	Yeah, Jackary, that would be crushing.
[4307] 3:49:22	Yeah, we won't talk about that. We don't
[4308] 3:49:24	talk about that. We don't talk about
[4309] 3:49:25	unit creation on this channel anymore.
[4310] 3:49:35	So, no. Um, Ezekiel is not talking I
[4311] 3:49:37	don't think he's talking about the same
[4312] 3:49:38	person as Daniel.
[4313] 3:49:40	Um, Ezekiel's dead by the time Daniel is
[4314] 3:49:43	is is writing his works. So,
[4315] 3:49:53	is that what the verse says? Okay, I'll
[4316] 3:49:55	I'll accept it. Accept that he was
[4317] 3:49:58	What verse are you quoting there?
[4318] 3:50:02	Daniel third year in the reign of
[4319] 3:50:05	Jehoakan
[4320] 3:50:06	sieged it. Okay.
[4321] 3:50:16	Third year of Jehoa Kim. Okay.
[4322] 3:50:22	Third year of Jehoa Kim
[4323] 3:50:25	is 606. Yeah. Okay. Absolutely. I'll
[4324] 3:50:30	I'll go for that.
[4325] 3:50:37	But when's uh
[4326] 3:50:40	when's Ezekiel's life? I was pretty sure
[4327] 3:50:43	that Ezekiel's before
[4328] 3:50:49	Ezekiel
[4329] 3:51:05	Ezekiel dies around 571.
[4330] 3:51:09	Okay.
[4331] 3:51:11	So, it's not a 100 years. Not 100 years.
[4332] 3:51:18	But it's still long enough.
[4333] 3:51:28	Yeah. So,
[4334] 3:51:30	Daniel is just a young man
[4335] 3:51:34	when
[4336] 3:51:35	um
[4337] 3:51:37	when Ezekiel bites it.
[4338] 3:51:42	So
[4339] 3:51:47	R of Monson says, "But if Daniel was
[4340] 3:51:49	taken in 605, he could have been 30 or
[4341] 3:51:51	older during Ezekiel's writing." Yeah,
[4342] 3:51:54	but Daniel has not yet ascended to the
[4343] 3:51:58	heights of his power yet. So
[4344] 3:52:01	he's not writing his stuff down yet.
[4345] 3:52:04	Round 602 is Nebuchadnezzar's dream.
[4346] 3:52:08	Yeah. So
[4347] 3:52:11	if Ezekiel died in 571,
[4348] 3:52:14	then
[4349] 3:52:18	it's pos I don't think I I don't think
[4350] 3:52:20	that that Ezekiel would have have
[4351] 3:52:24	recorded
[4352] 3:52:25	Daniel in this case. I just don't think
[4353] 3:52:27	that that would be the case. I also
[4354] 3:52:29	don't think that the spelling in Ezekiel
[4355] 3:52:34	would necessarily
[4356] 3:52:37	suggest Daniel. I mean, the Mazerites
[4357] 3:52:39	didn't either. So, the Mazerites thought
[4358] 3:52:43	this was a spelling mistake. That's why
[4359] 3:52:46	they have the Quray in there.
[4360] 3:52:48	So, they think that there's a there's a
[4361] 3:52:50	difference here. And
[4362] 3:52:54	and you know, I sort of agree with them.
[4363] 3:52:59	Yeah. I think I think it's we're there's
[4364] 3:53:01	not enough time has passed between
[4365] 3:53:05	say
[4366] 3:53:08	Daniel's exile and the death of at least
[4367] 3:53:11	at least for Daniel to really sort of
[4368] 3:53:13	get his prophecies out there. So because
[4369] 3:53:16	there won't be a book of book of Daniel
[4370] 3:53:18	yet not the time of of of Ezekiel
[4371] 3:53:22	because he hasn't finished prophesying.
[4372] 3:53:25	you know, the book of Daniel, it won't
[4373] 3:53:26	be in existence until after, say, the
[4374] 3:53:30	fall of Babylon.
[4375] 3:53:34	So
[4376] 3:53:36	even so,
[4377] 3:53:38	Ezekiel is already dead.
[4378] 3:53:42	His writings will not reflect the deeds
[4379] 3:53:45	of Daniel. So, I'm still not convinced
[4380] 3:53:47	that this is Daniel. I think I think
[4381] 3:53:50	it's probably Daniel. That's what I
[4382] 3:53:52	would s suspect here.
[4383] 3:53:55	And the fact is too that Daniel was not
[4384] 3:53:57	just seen as is not a just a Canaanite
[4385] 3:53:59	prophet.
[4386] 3:54:00	He's he's kind of a a magic figure too.
[4387] 3:54:05	Very similar to um
[4388] 3:54:08	Balum.
[4389] 3:54:10	Okay. Very similar to Balum in that
[4390] 3:54:11	respect. Now Balum was seen as a true
[4391] 3:54:14	true prophet. He's a Moabitete.
[4392] 3:54:17	He's a wicked man. He's still seen as a
[4393] 3:54:20	true prophet.
[4394] 3:54:30	Yeah, I haven't read Jonathan Mlachy's
[4395] 3:54:32	article on Daniel. Um,
[4396] 3:54:36	I mean, might be worth a a read,
[4397] 3:54:41	but yeah, I'm just not I'm just not
[4398] 3:54:43	convinced that the reference in Ezekiel
[4399] 3:54:44	14:14 is is is Daniel.
[4400] 3:54:50	Okay, let's move on to the next one
[4401] 3:54:51	here.
[4402] 3:55:00	Uh, Michael G for $20 New Zealand. Thank
[4403] 3:55:02	you very much for the super chat.
[4404] 3:55:05	Uh, Earl's word meanings of the New
[4405] 3:55:07	Testament is now out of print. What
[4406] 3:55:08	would you recommend as the equivalent
[4407] 3:55:10	reference now?
[4408] 3:55:12	Um, I don't know what Earl's word
[4409] 3:55:15	meanings of the New Testament is.
[4410] 3:55:17	Um I have never used that that work so I
[4411] 3:55:21	don't know much about it.
[4412] 3:55:24	Um I use BAGDA
[4413] 3:55:28	um which is
[4414] 3:55:32	the abbreviation for
[4415] 3:55:35	see pull up the book here.
[4416] 3:55:39	I use lexicons. I've always used
[4417] 3:55:41	lexicons.
[4418] 3:55:43	I don't use dictionaries
[4419] 3:55:46	uh for this sort of stuff. So
[4420] 3:55:49	what I recommend is
[4421] 3:55:55	the concise Greek English lexicon
[4422] 3:55:59	the rest of the title here of the New
[4423] 3:56:02	Testament.
[4424] 3:56:05	Um,
[4425] 3:56:16	get you the the exact edition here. A
[4426] 3:56:18	Greek, sorry, this is this is the um
[4427] 3:56:20	this is the one I recommend. A Greek
[4428] 3:56:22	English lexicon of the New Testament and
[4429] 3:56:24	other early Christian literature, third
[4430] 3:56:27	edition,
[4431] 3:56:29	BAG. And the the abbreviation here is
[4432] 3:56:32	after its contributing authors which are
[4433] 3:56:35	danker or bower danker
[4434] 3:56:40	was the other two
[4435] 3:56:45	I think it's aron ging the other two
[4436] 3:56:48	authors
[4437] 3:56:51	but that's what I would recommend is the
[4438] 3:56:53	Greek English lexicon of the new
[4439] 3:56:55	testament and other early Christian
[4440] 3:56:57	literature
[4441] 3:56:59	um third edition
[4442] 3:57:00	Beatag. Now, I will say this. It's an
[4443] 3:57:03	expensive volume. It's very expensive.
[4444] 3:57:08	Uh, last time I purchased it, it was
[4445] 3:57:09	like $150.
[4446] 3:57:12	Uh, Dank Reed,
[4447] 3:57:15	you could say that. Yeah. Uh,
[4448] 3:57:20	but yeah, it's it's an expensive volume,
[4449] 3:57:22	but that's the one I would recommend.
[4450] 3:57:24	And frankly, if you go to seminary,
[4451] 3:57:26	you're going to buy that one. That's the
[4452] 3:57:27	one you're going to buy.
[4453] 3:57:30	You're going to buy beag for your ver
[4454] 3:57:32	Greek. You're going to buyot for your
[4455] 3:57:35	Hebrew. And you're going to be happy you
[4456] 3:57:38	did because these are investments for a
[4457] 3:57:40	lifetime. You're only going to buy these
[4458] 3:57:42	once.
[4459] 3:57:43	So
[4460] 3:57:46	um
[4461] 3:57:48	and if Earl's thing is out of print,
[4462] 3:57:49	it's probably not very good to begin
[4463] 3:57:51	with. So um most people have been using
[4464] 3:57:54	BDAG for
[4465] 3:57:56	decades now. So that's sort of the the
[4466] 3:57:59	gold standard of of lexicons. So I hope
[4467] 3:58:02	that helps. Thank you for the super
[4468] 3:58:03	chat. Very much appreciated.
[4469] 3:58:20	Uh, Dark Blade asks, "Is it acceptable
[4470] 3:58:22	within the acceptable pale of orthodoxy
[4471] 3:58:24	for Christians to believe in the genuine
[4472] 3:58:26	prophethood of
[4473] 3:58:29	of Muhammad?" No, it's not. It is not in
[4474] 3:58:32	the It's not in the genuine It's not in
[4475] 3:58:34	the pale of Orthodoxy. Um, here's the
[4476] 3:58:37	thing. Muhammad defi denied the Trinity.
[4477] 3:58:41	He denied the trinity. He denied
[4478] 3:58:44	salvation by grace through faith. He
[4479] 3:58:52	had denied the essentials of the
[4480] 3:58:53	Christian faith essentially. So,
[4481] 3:58:58	so no, it would not be acceptable
[4482] 3:59:02	for a Christian who is small orthodox to
[4483] 3:59:07	believe in the genu genuine prophethhood
[4484] 3:59:09	of Muhammad. Muhammad was a false
[4485] 3:59:11	prophet and a false teacher
[4486] 3:59:14	and we don't follow false prophets and
[4487] 3:59:16	false teachers. So,
[4488] 3:59:19	um and if anything, his life should be
[4489] 3:59:23	an example of his of what his theology
[4490] 3:59:26	was, which was disgusting. Absolutely
[4491] 3:59:28	disgusting.
[4492] 3:59:30	So,
[4493] 3:59:32	um, no genuine Christians should accept
[4494] 3:59:36	Muhammad as a prophet. Period. Okay,
[4495] 3:59:39	hope that helps. Thank you for the for
[4496] 3:59:41	the question.
[4497] 3:59:50	Next one here.
[4498] 3:59:57	Uh, Clipius asks, "Did other ancient
[4499] 4:00:00	Neareastern cultures tithe? If so, how
[4500] 4:00:02	much and what manners?" What matters?
[4501] 4:00:04	Not that we know of. We don't see a lot
[4502] 4:00:06	of tithing in other ancient Neareastern
[4503] 4:00:08	cultures. Um, at least not that we know
[4504] 4:00:11	of. Um, the Egyptians didn't seem to do
[4505] 4:00:14	it.
[4506] 4:00:16	Um,
[4507] 4:00:17	they gave offerings, but they didn't
[4508] 4:00:19	tithe, per se.
[4509] 4:00:21	Hey Ministries, you finally made it.
[4510] 4:00:27	Good to see you, man. Long time no see.
[4511] 4:00:34	But yeah, uh Clipius, I I don't I don't
[4512] 4:00:37	um I don't see that in other ancient
[4513] 4:00:39	near eastern culture.
[4514] 4:00:42	Yeah, the temples were state
[4515] 4:00:44	institutions. They often
[4516] 4:00:47	uh combine taxation, collect a lot of
[4517] 4:00:50	them collected taxation and then took
[4518] 4:00:52	skimmed off the top. So it was never
[4519] 4:00:54	more of a a religious duty as much as it
[4520] 4:00:57	was a arm of the state. So
[4521] 4:01:02	So that's that was going on there.
[4522] 4:01:10	[Music]
[4523] 4:01:12	Pass that one.
[4524] 4:01:17	Harry Stark. Why did Christians stop
[4525] 4:01:19	writing church music? Because they wrote
[4526] 4:01:21	praise music instead.
[4527] 4:01:34	The the thing is um a lot of Christians
[4528] 4:01:38	stopped writing church music because
[4529] 4:01:41	they couldn't get it published.
[4530] 4:01:44	And they were they were being
[4531] 4:01:48	outco competed
[4532] 4:01:50	by multi-million dollar publishing
[4533] 4:01:53	conglomerates
[4534] 4:01:55	that saturated the market with praise
[4535] 4:01:59	music
[4536] 4:02:04	like Vineyard.
[4537] 4:02:08	What was that one that you were
[4538] 4:02:09	associated with? um
[4539] 4:02:12	Australia, what were they called?
[4540] 4:02:16	Yeah. So, basically that's that's what
[4541] 4:02:19	drove out respectable Christian music
[4542] 4:02:22	was
[4543] 4:02:24	slop
[4544] 4:02:27	slop
[4545] 4:02:29	basically drove out say theologically
[4546] 4:02:32	more
[4547] 4:02:34	um considered music. So
[4548] 4:02:39	yeah, bad coinage drove out good. It's
[4549] 4:02:42	essentially what it was. Um,
[4550] 4:02:46	a lot of CCM drove it out. Then your
[4551] 4:02:48	music drove it out. Yeah. Uh, the cats
[4552] 4:02:52	uh the catswe says fast food for the
[4553] 4:02:57	mind. Yeah. Yeah. Fast food for the mind
[4554] 4:03:01	pretty much. Yeah.
[4555] 4:03:04	So
[4556] 4:03:12	yeah, pretty awful. But yeah, that's
[4557] 4:03:14	what happened. That's that's that's why
[4558] 4:03:16	the whole Christianity
[4559] 4:03:20	thing collapsed
[4560] 4:03:22	because you couldn't get it published
[4561] 4:03:23	anymore.
[4562] 4:03:25	you
[4563] 4:03:27	and the the large the large music
[4564] 4:03:30	conglomerates just publishers just drove
[4565] 4:03:32	it out in favor of praise music. So
[4566] 4:03:35	Hill Song that was it. Yeah, that's
[4567] 4:03:37	another one of those.
[4568] 4:03:45	Yeah, Hill Song's another one of those
[4569] 4:03:46	conglomerates.
[4570] 4:03:56	Okay.
[4571] 4:04:02	Uh Baron Salvatator asks, "What Bible
[4572] 4:04:06	software do you use?" I use a very old
[4573] 4:04:09	version of Bible works. Um really old
[4574] 4:04:13	version.
[4575] 4:04:15	What is it? Version four, I think.
[4576] 4:04:20	Um, see here what versions version six I
[4577] 4:04:24	use version six of Bible works for
[4578] 4:04:27	Windows 98.
[4579] 4:04:32	So if that gives you any idea how old my
[4580] 4:04:35	stuff is. Yeah. So I mean I I I never I
[4581] 4:04:39	never update my my um Bible software um
[4582] 4:04:42	because I don't have very very heavy
[4583] 4:04:44	needs. I basically need to know just
[4584] 4:04:48	some basic translations and some some
[4585] 4:04:51	Greek and Hebrew texts and that about
[4586] 4:04:52	it. So
[4587] 4:04:55	yeah, so there's just I just don't have
[4588] 4:04:57	compelling needs to date it any further
[4589] 4:04:59	than that. So you know my Bible software
[4590] 4:05:03	dates from
[4591] 4:05:06	2005.
[4592] 4:05:08	So I'm I'm op I'm operating with 20y old
[4593] 4:05:11	Bible software.
[4594] 4:05:21	Uh but he says, "I was curious, the
[4595] 4:05:23	continuous subscription model with with
[4596] 4:05:26	uh Logos is and such is yuck." Well,
[4597] 4:05:30	Bible Works isn't even in business
[4598] 4:05:31	anymore. So, um I don't think you I
[4599] 4:05:34	don't you think you can even get a
[4600] 4:05:35	license for it any longer. I think their
[4601] 4:05:37	last version was version 9 and they're
[4602] 4:05:40	out they're out of business now, I
[4603] 4:05:42	think.
[4604] 4:05:49	Yeah.
[4605] 4:05:51	>> Yeah. The continuous subscription model
[4606] 4:05:53	for Logos is is I don't know. I don't
[4607] 4:05:57	like continuous subscription models
[4608] 4:05:59	anyway.
[4609] 4:06:06	I mean, I paid once for this and I've
[4610] 4:06:08	never had to pay for it again and keeps
[4611] 4:06:11	working, so it's super reliable.
[4612] 4:06:17	But I don't have huge needs. I mean, if
[4613] 4:06:19	if if I have a have
[4614] 4:06:22	need more than this, I'm going to go
[4615] 4:06:23	look it up in a book or a PDF file of a
[4616] 4:06:27	book.
[4617] 4:06:28	So,
[4618] 4:06:40	I think that is the end here of
[4619] 4:06:47	Okay,
[4620] 4:06:48	there was one other one I was going to
[4621] 4:06:50	do, too.
[4622] 4:06:56	Okay, I'll take the Ruth question in
[4623] 4:06:57	just a moment. I want to find something
[4624] 4:06:59	else here because there was a question I
[4625] 4:07:00	was looking for. I was going to take it
[4626] 4:07:03	later and I kind of blew past it and
[4627] 4:07:15	um where is it?
[4628] 4:07:20	Problem with not taking questions
