[0] 3:03	Heat.
[4061] 3:34:42	So
[4062] 3:34:44	most kings, even ones that had big egos,
[4063] 3:34:48	were generally very conservative when it
[4064] 3:34:53	came to dishing out penalties.
[4065] 3:34:56	Yes. If they thought that the slaves
[4066] 3:34:59	were heading off to the river without
[4067] 3:35:01	permission, oh yeah, Pharaoh would come
[4068] 3:35:04	down with the chariots and the horsemen
[4069] 3:35:06	and start unaliving people. Yeah. The a
[4070] 3:35:10	king would not hesitate to do that in
[4071] 3:35:12	Egypt. Uh, in fact, we have warnings of
[4072] 3:35:15	that
[4073] 3:35:16	uh in the in the um strike papyrii of
[4074] 3:35:21	the of the 20 20th dynasty where the uh
[4075] 3:35:27	workers of demina are warned. Okay,
[4076] 3:35:32	lock your tools in your homes so Pharaoh
[4077] 3:35:35	doesn't think you're stealing your
[4078] 3:35:36	tools. Do not go down to the river so
[4079] 3:35:38	Pharaoh doesn't think you're running
[4080] 3:35:40	away.
[4081] 3:35:42	only strike on your day off.
[4082] 3:35:44	So, you're still working on his
[4083] 3:35:46	monuments.
[4084] 3:35:48	Those those sorts of um provisions that
[4085] 3:35:52	the magi give to the workers of derel
[4086] 3:35:54	Medina are very very similar to the
[4087] 3:35:57	provisions that Moses and Aaron give to
[4088] 3:35:59	the people. Don't steal from Pharaoh.
[4089] 3:36:03	Continue to to do make your mud bricks
[4090] 3:36:07	and the agricultural work, you know.
[4091] 3:36:10	Don't you know don't run away you know
[4092] 3:36:13	when it's time for for them to leave
[4093] 3:36:16	Pharaoh will let them go. So
[4094] 3:36:25	uh Dedusa dude says
[4095] 3:36:29	so unal alive incorrectly will make your
[4096] 3:36:31	heart heavier than the feather. Oh yeah.
[4097] 3:36:33	Oh yeah. There will definitely there
[4098] 3:36:34	will definitely be consequences
[4099] 3:36:39	because again the feather represents ma
[4100] 3:36:42	balance doesn't mean you're you're
[4101] 3:36:44	sinless. It means you've you've you've
[4102] 3:36:47	struck the right balance
[4103] 3:36:50	between goodness and and evil. Okay.
[4104] 3:36:56	So
[4105] 3:36:58	um definitely unaliving people without
[4106] 3:37:01	warrant without justification
[4107] 3:37:03	would definitely have negatively
[4108] 3:37:06	contributed to the
[4109] 3:37:09	the the
[4110] 3:37:10	weighing of the heart.
[4111] 3:37:16	As I said there were there was a line
[4112] 3:37:17	that even Pharaohs did not cross on this
[4113] 3:37:20	one.
[4114] 3:37:25	The dooa dude says no magical spells to
[4115] 3:37:27	contradict this. Well, there were always
[4116] 3:37:30	magical spells, but what they worried
[4117] 3:37:32	about more was that the gods would not
[4118] 3:37:35	favor them in this life. Okay, so
[4119] 3:37:38	they're not thinking about
[4120] 3:37:40	that. I mean, yes, it would make their
[4121] 3:37:42	heart heavier, but they had that all
[4122] 3:37:44	wrapped up, but they were more think
[4123] 3:37:47	they're spells to take care of that for
[4124] 3:37:48	the afterlife. But this life,
[4125] 3:37:52	okay,
[4126] 3:37:54	this life was the concern.
[4127] 3:37:56	So if if Pharaoh unalived somebody
[4128] 3:38:01	unjustly,
[4129] 3:38:03	the gods could abandon him. The gods
[4130] 3:38:07	could refuse to give him future
[4131] 3:38:09	victories in battle,
[4132] 3:38:12	you know. So,
[4133] 3:38:15	um absolutely it was it was a big big
[4134] 3:38:20	deal if um
[4135] 3:38:24	if you did this out of the proper
[4136] 3:38:30	procedure.
[4137] 3:38:32	Again, not so much in the afterlife.
[4138] 3:38:34	It's not that problem much of that
[4139] 3:38:36	problem in the afterlife. It's this life
[4140] 3:38:38	that they were really concerned about.
[4141] 3:38:42	Shel asks, "What happens if your heart's
[4142] 3:38:45	lighter than the feather?" Same issue.
[4143] 3:38:50	If it's lighter than the feather, then
[4144] 3:38:51	you didn't do anything in life.
[4145] 3:38:54	You also get eaten.
[4146] 3:38:57	You can't win, you can't lose, and you
[4147] 3:38:59	can't quit the game.
[4148] 3:39:02	Okay.
[4149] 3:39:17	So, let's see if we got any final
[4150] 3:39:19	questions here.
[4151] 3:39:23	Hungry. Always hungry. Yep.
[4152] 3:39:27	That's it for you.
[4153] 3:39:53	Oh, uh, yeah, the answer to that is no.
[4154] 3:39:56	But um
[4155] 3:39:59	was it 9:25?
[4156] 3:40:02	9:24.
[4157] 3:40:04	Probably easier to access it here.
[4158] 3:40:16	Uh Clipius asks, "Did ancient Egypt have
[4159] 3:40:18	lawyers?" No, they didn't. Uh legal
[4160] 3:40:22	procedures. In a legal procedure, you
[4161] 3:40:25	had to
[4162] 3:40:27	represent your own own case. Okay? So
[4163] 3:40:31	they had they had people who act as
[4164] 3:40:34	magistrates, but they did not have
[4165] 3:40:36	lawyers. So no lawyers, none in Egypt.
[4166] 3:40:55	Uh, Chowi asks, "Were there spells to
[4167] 3:40:57	mitigate effects of violating Maat in
[4168] 3:40:59	this life?" No.
[4169] 3:41:02	Uh, it's a good question.
[4170] 3:41:05	Um, there were no there are no um
[4171] 3:41:13	no spells to mitigate Mahat in this
[4172] 3:41:16	life,
[4173] 3:41:17	only the next life. So
[4174] 3:41:22	the loss is a dude.
[4175] 3:41:25	No lawyers. So that evil came later.
[4176] 3:41:28	Yeah. Well,
[4177] 3:41:32	we got a super chat here from John
[4178] 3:41:33	Bolman. Good to see you, John. How you
[4179] 3:41:36	been doing?
[4180] 3:41:38	Uh for $20 Canadian. Thank you very uh
[4181] 3:41:41	very much.
[4182] 3:41:43	He says, "Finish the finished the Bible
[4183] 3:41:46	now. Halfway through all the stars as
[4184] 3:41:48	angels and loving it. See you in a
[4185] 3:41:50	couple weeks, brother. Awesome. Uh let
[4186] 3:41:52	me know when you were are going to be in
[4187] 3:41:54	town and we will get together cuz it
[4188] 3:41:57	would be cool to see you again. And of
[4189] 3:42:00	course, he is talking about All the
[4190] 3:42:02	Stars as Angels, which is book two of
[4191] 3:42:04	the War of the Gods series. I'm glad
[4192] 3:42:07	you're enjoying it. Uh it was fun to
[4193] 3:42:11	write, too.
[4194] 3:42:13	Um but um I hope you're doing really
[4195] 3:42:16	well and uh definitely get in touch with
[4196] 3:42:18	me when you're back in town and we will
[4197] 3:42:20	we'll get together. All right, so uh
[4198] 3:42:24	fantastic. So really really good to see
[4199] 3:42:27	you and thank you for reading the book.
[4200] 3:42:29	Um and for those of you who have also
[4201] 3:42:31	read the book, please leave a review. So
[4202] 3:42:33	those reviews really help us.
[4203] 3:42:37	Next one here
[4204] 3:42:40	is from normal man for $5 Canadian.
[4205] 3:42:44	Thank you for the super chat.
[4206] 3:42:47	What is the role and function of
[4207] 3:42:48	prophetic communities like the one
[4208] 3:42:50	mentioned in 1st Samuel 19:18-24.
[4209] 3:42:54	This is probably the school of the
[4210] 3:42:55	prophets.
[4211] 3:42:57	Okay.
[4212] 3:43:00	1st Samuel
[4213] 3:43:03	19
[4214] 3:43:06	18
[4215] 3:43:09	to 24.
[4216] 3:43:13	Now David fled and escaped and came to
[4217] 3:43:15	Samuel at Rama. And he told all him all
[4218] 3:43:18	that Samuel had done to him. And he said
[4219] 3:43:21	and he and Samuel went and stayed at N
[4220] 3:43:23	not oath.
[4221] 3:43:25	And it was told to Saul saying, "Behold,
[4222] 3:43:27	David is not the oath at Rama." Then
[4223] 3:43:30	Saul sent messengers to take David. But
[4224] 3:43:32	when they saw the company of prophets
[4225] 3:43:34	prophesying with Samuel standing and
[4226] 3:43:36	presiding over him, the spirit of God
[4227] 3:43:39	came upon the messengers of Saul and
[4228] 3:43:41	they also prophesied.
[4229] 3:43:44	And when it was told to Saul, he sent
[4230] 3:43:45	other messengers and they also
[4231] 3:43:47	prophesied. So Saul sent messengers a
[4232] 3:43:51	third time and they also prophesied
[4233] 3:43:54	and he went himself he himself went to
[4234] 3:43:57	Rama and came as far as large well that
[4235] 3:44:00	is at Siku and he asked and said be
[4236] 3:44:04	where are David and Samuel and someone
[4237] 3:44:05	said behold they are at Naoth in Rama.
[4238] 3:44:10	And he proceeded there to Nyoth at Rama.
[4239] 3:44:13	And the spirit of God came upon him
[4240] 3:44:14	also. And he went along prophesying
[4241] 3:44:17	continually until he came to Nyoth at
[4242] 3:44:19	Rama. He also stripped off his clothes.
[4243] 3:44:22	And he too prophesied before Samuel and
[4244] 3:44:25	lay down naked all that day and night.
[4245] 3:44:27	And therefore they say is Saul also
[4246] 3:44:30	among the prophets. Okay. Um there were
[4247] 3:44:34	various communities of prophets in in
[4248] 3:44:36	ancient Israel. Um,
[4249] 3:44:39	one of them is called the school of the
[4250] 3:44:41	prophets. But there were also enclaves
[4251] 3:44:44	of specific people who were like this
[4252] 3:44:47	who were just sort of
[4253] 3:44:49	roving bands of prophets. Okay. Now,
[4254] 3:44:53	what is the role and function of these
[4255] 3:44:55	prophetic communities is to seek the
[4256] 3:44:58	word of the Lord. Okay. That's what they
[4257] 3:45:00	were. They were they were communities
[4258] 3:45:02	that were designed to seek the word of
[4259] 3:45:03	the Lord to find out God's will for for
[4260] 3:45:06	Israel.
[4261] 3:45:08	Also the their secondary function was to
[4262] 3:45:11	raise up new prophets. Okay. Now one of
[4263] 3:45:15	the things about being a prophet in
[4264] 3:45:18	Israel is that
[4265] 3:45:22	you did get there were kind of two kinds
[4266] 3:45:24	of prophets.
[4267] 3:45:26	the standalone prophet who has no
[4268] 3:45:29	connection to
[4269] 3:45:32	the pro prophetic trade.
[4270] 3:45:35	It was a trade. Okay. To be a prophet
[4271] 3:45:38	was to be a member of a trade.
[4272] 3:45:41	And the other was to
[4273] 3:45:45	uh the other kind of prophet was one
[4274] 3:45:47	that was raised up in the school of
[4275] 3:45:48	prophets. Okay? Or in these prophetic
[4276] 3:45:51	communities.
[4277] 3:45:53	Um the sons of prophets often became
[4278] 3:45:55	prophets.
[4279] 3:45:57	you know, and they were taught how to
[4280] 3:46:01	prophesy.
[4281] 3:46:04	And some of them had an aptitude for it,
[4282] 3:46:07	some of them didn't.
[4283] 3:46:10	So, generally what happened in these
[4284] 3:46:11	communities was
[4285] 3:46:14	those who had the aptitude to be
[4286] 3:46:16	prophets became prophets or the
[4287] 3:46:18	anointing
[4288] 3:46:20	depending on how you want to look at it.
[4289] 3:46:21	Some have aptitudes, some had had
[4290] 3:46:24	prophets. Um
[4291] 3:46:28	but the those who did not have aptitude
[4292] 3:46:31	or were not anointed,
[4293] 3:46:34	they became the support team for the
[4294] 3:46:36	prophets.
[4295] 3:46:38	So, as the prophets are prophesying,
[4296] 3:46:41	those who didn't have talent, didn't
[4297] 3:46:43	have ability, didn't have anointed,
[4298] 3:46:46	would do stuff like wash clothes, cook
[4299] 3:46:49	meals,
[4300] 3:46:51	um,
[4301] 3:46:53	uh, do fundraising,
[4302] 3:46:55	basically do the support mechanism for
[4303] 3:46:57	the prophets. Okay. Though these
[4304] 3:47:00	prophets tended to work in these
[4305] 3:47:02	communities
[4306] 3:47:04	where the sort of the the the ones with
[4307] 3:47:07	anointing would go out and they would
[4308] 3:47:10	prophesy, seek the the the word of the
[4309] 3:47:13	Lord, all that while the others in the
[4310] 3:47:16	community would support that function.
[4311] 3:47:20	But that's that's essentially the um the
[4312] 3:47:23	the role of them is to to as I said the
[4313] 3:47:27	twofold role. The first one is to supply
[4314] 3:47:31	um to seek out the word of the Lord. The
[4315] 3:47:34	other is to raise up new prophets. So, I
[4316] 3:47:37	hope that helps. Thank you very much for
[4317] 3:47:39	the super chat. Very much appreciated.
[4318] 3:47:41	Okay, we are at 10:50 here. 11:50. So,
[4319] 3:47:45	I've got to either buzz through these
[4320] 3:47:46	super chats or call it at at midnight.
[4321] 3:47:50	So, okay. Um Steve K for $5.
[4322] 3:47:56	Uh he asked what is the context of the
[4323] 3:47:58	tower of babel uh babel Genesis uh 11:es
[4324] 3:48:01	1-9 was the confusion of languages only
[4325] 3:48:04	in a particular region
[4326] 3:48:07	um from what I gather yes it's in a
[4327] 3:48:10	particular region um the context is that
[4328] 3:48:13	they were commanded to spread out over
[4329] 3:48:15	the face of the earth and they didn't do
[4330] 3:48:18	it essentially what the tower of babel
[4331] 3:48:22	was was a means to concentrate people
[4332] 3:48:25	around a particular particular region so
[4333] 3:48:27	that they did self-styled worship to
[4334] 3:48:31	make a name for themselves. And the text
[4335] 3:48:33	says that it make they they they did
[4336] 3:48:35	this so that they wouldn't be scattered
[4337] 3:48:37	and that they could make a name for
[4338] 3:48:39	themselves essentially to secure their
[4339] 3:48:42	own future.
[4340] 3:48:44	Uh but that wasn't the plan. The plan
[4341] 3:48:46	was after the flood that the mankind was
[4342] 3:48:48	to spread out and fill the earth.
[4343] 3:48:51	So this was something that worked
[4344] 3:48:53	against that plan.
[4345] 3:48:56	So that's the context here. The context
[4346] 3:48:59	here is you you uh that God commanded
[4347] 3:49:04	the people to be fruitful, multiply and
[4348] 3:49:07	spread out. They didn't spread out. They
[4349] 3:49:10	started a city essentially around a
[4350] 3:49:12	religious structure in order to start
[4351] 3:49:14	self-styled worship of God and that was
[4352] 3:49:18	against the plan. So confusion of the
[4353] 3:49:22	languages was beset upon them to
[4354] 3:49:25	disperse them essentially to drive them
[4355] 3:49:27	out but it also wasn't a longlasting
[4356] 3:49:31	thing either because we know that from
[4357] 3:49:33	the development of languages that it did
[4358] 3:49:35	language all languages did not develop
[4359] 3:49:36	in one place.
[4360] 3:49:39	So
[4361] 3:49:40	so it does seem to be something that's
[4362] 3:49:42	particular to a region and it doesn't
[4363] 3:49:44	even seem to be permanent. So, it seems
[4364] 3:49:47	to have been a temporary effect to get
[4365] 3:49:49	them scattered.
[4366] 3:49:51	So, I hope that helps. Thank you very
[4367] 3:49:53	much for the super chat. Really
[4368] 3:49:54	appreciated.
[4369] 3:50:06	All right, we've got a
[4370] 3:50:08	um Is there a question attached to that?
[4371] 3:50:13	Um,
[4372] 3:50:17	Kusame for $10. Thank you very much for
[4373] 3:50:20	that super chat. I do not see a question
[4374] 3:50:22	tied to that, but thank you very much
[4375] 3:50:25	for your support of the channel. We
[4376] 3:50:27	really really appreciate it. And gifts
[4377] 3:50:29	like this do help us to to um continue
[4378] 3:50:32	the ministry. So, thank you so very
[4379] 3:50:34	much. We very much appreciate it.
[4380] 3:50:39	Okay. Uh, next question here is from
[4381] 3:50:41	PA888 for 1999. Thank you very much for
[4382] 3:50:44	that generous super chat.
[4383] 3:50:47	Where would you rank IMHoteep with great
[4384] 3:50:49	inventors of history, Tesla, Da Vinci,
[4385] 3:50:52	etc.
[4386] 3:50:53	Um, pretty high actually. Um,
[4387] 3:51:00	theerary
[4388] 3:51:02	complex of Zozer
[4389] 3:51:05	at Sakara
[4390] 3:51:08	wasn't just a technical achievement,
[4391] 3:51:13	but it was an artistic achievement.
[4392] 3:51:18	So, as an artistic achievement, you can
[4393] 3:51:20	put him on that same level as Da Vinci.
[4394] 3:51:24	um
[4395] 3:51:26	the the kings of of the old kingdom
[4396] 3:51:29	would basically go back keep going back
[4397] 3:51:32	to um Zozer's complex and look at his
[4398] 3:51:36	stuff and try to copy it. They try to
[4399] 3:51:39	imitate it. They all recognized that his
[4400] 3:51:43	work was just superior
[4401] 3:51:46	in say artistic thing. You know, you can
[4402] 3:51:49	go to hiserary temple and theerary
[4403] 3:51:51	temple of Zozer and you can see just the
[4404] 3:51:53	the beauty of the krenellations of the
[4405] 3:51:55	columns, the Euphrates freezes, the the
