[0] 1:24	Heat. Heat.
[4382] 3:50:37	Uh mama goes, "Uh the video this hurt.
[4383] 3:50:40	Makes me cry." Oh, absolutely. It makes
[4384] 3:50:42	you cry. Well, especially when you find
[4385] 3:50:44	out that um um six months after that
[4386] 3:50:49	video, June Cash dies
[4387] 3:50:53	and six months after that,
[4388] 3:50:56	Johnny Cash dies. It really was his last
[4389] 3:51:01	great song.
[4390] 3:51:11	So,
[4391] 3:51:13	Um, phenomenal. It's a phenomenal song.
[4392] 3:51:16	It's a phenomenal video.
[4393] 3:51:19	Um,
[4394] 3:51:22	but overall I I despise country music.
[4395] 3:51:26	Absolutely despise it.
[4396] 3:51:30	But I listen to classical music.
[4397] 3:51:32	Um, in fact, I have quite the repertoire
[4398] 3:51:35	of classical music. I like uh heavy
[4399] 3:51:40	metal. I like synthomic goth metal.
[4400] 3:51:45	I like um some jazz. I like some jazz. I
[4401] 3:51:50	like soundtracks like movie soundtracks,
[4402] 3:51:52	anime soundtracks.
[4403] 3:51:55	I like pop
[4404] 3:51:57	songs I think think are fantastic.
[4405] 3:52:00	Um
[4406] 3:52:01	I like trans music.
[4407] 3:52:05	I like um
[4408] 3:52:08	um say Euro beat. Euro beat dance hits
[4409] 3:52:12	like that, too.
[4410] 3:52:14	So, there's a huge plethora of music. I
[4411] 3:52:19	love
[4412] 3:52:21	trans music. I love it. Um, and it's not
[4413] 3:52:23	a new genre either. I mean, I like
[4414] 3:52:26	Tangerine Dream.
[4415] 3:52:35	Um, Scott Warin says, "What does Hertz
[4416] 3:52:38	lyrics say to you?" the Johnny Cash
[4417] 3:52:40	thing. Basically, everything you build
[4418] 3:52:42	up will eventually turn to dust.
[4419] 3:52:51	So, I know the original uh Hurt by 9 in
[4420] 3:52:53	Nails was more about drug addiction, but
[4421] 3:52:57	uh Cash transformed that into well,
[4422] 3:53:01	you're at the end of your life and
[4423] 3:53:03	everything you worked for is just a hill
[4424] 3:53:05	of dirt, a kingdom of dirt.
[4425] 3:53:13	It is. It'll make you cry.
[4426] 3:53:17	Especially when you see the cashes
[4427] 3:53:21	in the video.
[4428] 3:53:25	Yeah, both him and June are in the
[4429] 3:53:27	video.
[4430] 3:53:30	It It'll It'll wrench your heart out.
[4431] 3:53:48	Uh, Dragon of uh, Mississippi asks, "Who
[4432] 3:53:52	is uh, Kadel Lomar according to
[4433] 3:53:54	Mesopotamian sources?" Uh, we're not
[4434] 3:53:57	exactly sure. And the issue here
[4435] 3:54:02	is there were three kings in Ilam
[4436] 3:54:06	who had very very similar names to Kadar
[4437] 3:54:09	Lamar
[4438] 3:54:11	at the roughly
[4439] 3:54:14	the time of of Hammurabi. Okay, there's
[4440] 3:54:18	three of them.
[4441] 3:54:20	Uh it's the only time within say uh the
[4442] 3:54:23	the Elilomite Chronicles that we do
[4443] 3:54:27	encounter
[4444] 3:54:29	names that are even close to Ketal uh uh
[4445] 3:54:32	Kader Lamar and um they do correspond
[4446] 3:54:36	with Hammurabi
[4447] 3:54:37	uh over that 40-year period.
[4448] 3:54:41	So, but we don't know which one of the
[4449] 3:54:42	three it is. It could be any one of
[4450] 3:54:44	those three. So, we just don't know.
[4451] 3:54:53	Uh, guys, Octavius, that reminds me of
[4452] 3:54:55	the song Dust in the Wind. Oh, yes. Much
[4453] 3:54:57	more powerful than Dust in the Wind. I
[4454] 3:54:59	mean, Dust in the Wind is great, but
[4455] 3:55:02	um, you know, I I'll even say this.
[4456] 3:55:05	There's even some Christian pop songs I
[4457] 3:55:07	like, some Christian rock I like. Like,
[4458] 3:55:10	one of my favorite songs is Whiteart's
[4459] 3:55:13	Montana Sky.
[4460] 3:55:15	Montana Sky is a phenomenal song.
[4461] 3:55:18	It's really good.
[4462] 3:55:21	It doesn't get the doesn't get radio
[4463] 3:55:23	play. It hasn't for freaking ever, but
[4464] 3:55:29	but it's a really good song.
[4465] 3:55:32	And if you haven't heard Montana Sky,
[4466] 3:55:34	you should.
[4467] 3:55:42	Uh, Johno, you're a Freemason. No, I'm
[4468] 3:55:44	not a Freemason.
[4469] 3:55:51	Uh, Milo asks or says, "My guilty
[4470] 3:55:54	pleasure in music is really poor quality
[4471] 3:55:56	nightcore. The crunchier the audio, the
[4472] 3:55:58	better. [laughter]
[4473] 3:56:05	[laughter]
[4474] 3:56:08	Yeah, I want something that actually
[4475] 3:56:10	sounds pretty good to the ears. I have a
[4476] 3:56:12	really um I like
[4477] 3:56:17	music that has um good art to it. Okay.
[4478] 3:56:22	I mean, I I'll I'll listen to stuff like
[4479] 3:56:25	uh grunge
[4480] 3:56:27	um or or say um indie bands.
[4481] 3:56:32	Um you know, um there was um there's one
[4482] 3:56:36	song that you could say has is very
[4483] 3:56:39	crunchy.
[4484] 3:56:41	Um,
[4485] 3:56:42	uh, my bloody Valentine.
[4486] 3:56:46	That one is very crunchy.
[4487] 3:56:50	Um,
[4488] 3:56:53	[laughter] yeah, that one is that one is
[4489] 3:56:55	weird. Um,
[4490] 3:56:58	there's also one called an album called
[4491] 3:57:01	Swerve Driver that was was very along
[4492] 3:57:03	those lines, too.
[4493] 3:57:06	But those are very those are like
[4494] 3:57:08	underground bands.
[4495] 3:57:10	You have to know about those bands.
[4496] 3:57:13	Okay. Those are ones that it's it's
[4497] 3:57:16	really hard to find their albums.
[4498] 3:57:19	Um see I just want to take a look at
[4499] 3:57:22	something here just make sure
[4500] 3:57:26	make sure I get you the right the name
[4501] 3:57:28	of the um
[4502] 3:57:31	the band here.
[4503] 3:57:33	Uh music
[4504] 3:57:43	Yeah, my Bloody Valentine is the
[4505] 3:57:45	discoraphy. The um the album in question
[4506] 3:57:49	is called Loveless.
[4507] 3:57:53	Uh they have a 1991 original taping and
[4508] 3:57:56	then a remastered version. I almost
[4509] 3:57:59	prefer the 1991 crunchier version. They
[4510] 3:58:02	kind of cleaned it up in the um in the
[4511] 3:58:06	uh in the remaster, but uh yeah, that
[4512] 3:58:09	one's really good. Uh Loveless uh uh
[4513] 3:58:12	from My Bloody Valentine. Um
[4514] 3:58:16	Swerf Driver also did one too, an album
[4515] 3:58:21	um in 19 also 1991 called Rays
[4516] 3:58:26	that was really good as well. Uh they
[4517] 3:58:29	have some other um other albums too. Um
[4518] 3:58:33	Mecco Head and uh Future Ruins, but
[4519] 3:58:37	Raise is there is their most critically
[4520] 3:58:39	acclaimed album.
[4521] 3:58:43	So,
[4522] 3:58:45	um
[4523] 3:58:47	there's also all sorts of little albums
[4524] 3:58:50	out there of uh from all these these
[4525] 3:58:52	little underground
[4526] 3:58:54	uh bands that I sort of um I like the
[4527] 3:58:58	clergy.
[4528] 3:58:59	Uh the clergy did an album called Ruami.
[4529] 3:59:03	R U M I. Now, that one's a Christian
[4530] 3:59:06	group. It's a Christian underground punk
[4531] 3:59:09	group, but they they had a very good
[4532] 3:59:12	very again critically acclaimed album uh
[4533] 3:59:15	called Ruami.
[4534] 3:59:21	So, uh
[4535] 3:59:25	um
[4536] 3:59:34	so, uh but there's there's um yeah, I
[4537] 3:59:37	could just keep talking about about
[4538] 3:59:39	these these small
[4539] 3:59:41	like bands all night cuz um uh I got
[4540] 3:59:45	into uh especially um in my late college
[4541] 3:59:49	years and say early working life. Um
[4542] 3:59:54	these were the things that that I h I
[4543] 3:59:57	worked in a music section in a
[4544] 4:00:00	department store. Okay.
[4545] 4:00:03	One thing that really disgusted me about
[4546] 4:00:08	working in a department store in a music
[4547] 4:00:11	session section.
[4548] 4:00:14	Okay. Okay. So, we sold audio tapes,
[4549] 4:00:17	um, CDs,
[4550] 4:00:19	we also sold like, uh, Super Nintendo
[4551] 4:00:22	consoles, TVs, that sort of thing. Okay.
[4552] 4:00:25	But
[4553] 4:00:27	every week, we would get
[4554] 4:00:30	a new list of the top 40.
[4555] 4:00:36	Now, here's
[4556] 4:00:38	what really bothered me about this,
[4557] 4:00:40	okay?
[4558] 4:00:43	is we got that list six weeks in
[4559] 4:00:46	advance.
[4560] 4:00:49	>> Okay.
[4561] 4:00:51	Six weeks.
[4562] 4:00:55	>> It wasn't actually the top 40.
[4563] 4:00:59	>> But it was always right.
[4564] 4:01:05	>> Yes.
[4565] 4:01:09	>> So what what there was was there was
[4566] 4:01:11	this
[4567] 4:01:14	There was this de uh
[4568] 4:01:16	um arrangement.
[4569] 4:01:19	Okay, there was this arrangement
[4570] 4:01:23	between the music companies and the
[4571] 4:01:25	radio stations.
[4572] 4:01:28	Radio stations would play whatever was
[4573] 4:01:30	on the top 40 list. They would make the
[4574] 4:01:34	list the top 40.
[4575] 4:01:38	which is why so many artists,
[4576] 4:01:41	music artists put up with absolute
[4577] 4:01:46	>> Yeah. This is I mean this is why we have
[4578] 4:01:48	um you know um
[4579] 4:01:51	you know a lot of the tastes that that
[4580] 4:01:53	have been developed were developed by
[4581] 4:01:57	music companies basically playing the
[4582] 4:01:59	same stuff whether or not you liked it.
[4583] 4:02:04	You know, you you ask yourself, how did
[4584] 4:02:06	some of this crummy music make it to
[4585] 4:02:07	number one? That's how
[4586] 4:02:11	it had already been determined by the
[4587] 4:02:14	record companies to be number one.
[4588] 4:02:18	>> Music equivalent of the Wheel of Time.
[4589] 4:02:21	>> Music equivalent of the Wheel of Time.
[4590] 4:02:23	Yeah, [laughter] exactly.
[4591] 4:02:29	[laughter]
[4592] 4:02:31	Yeah.
[4593] 4:02:33	Um, you know, another another great
[4594] 4:02:35	great album from that time, too, was uh
[4595] 4:02:37	Crash Dog.
[4596] 4:02:38	Um, Crash Dog had a great album back
[4597] 4:02:42	then. Uh, that's before they lost their
[4598] 4:02:44	uh their lead singer. Uh, I think he
[4599] 4:02:49	knocked up Some Woman, but um
[4600] 4:02:55	but yeah, Crash Dog was had a pretty
[4601] 4:02:57	good um album.
[4602] 4:03:01	Oh, what was that now? Uh, can't
[4603] 4:03:04	remember the name of that album.
[4604] 4:03:10	See here. Uh,
[4605] 4:03:24	Crash Dog.
[4606] 4:03:27	Mud Angels. Mud Angels. 1994. Very good
[4607] 4:03:31	album. Uh probably the one of the best
[4608] 4:03:34	albums Crash It is the best album Crash
[4609] 4:03:36	Dog ever did. Uh their loss they they
[4610] 4:03:40	lost their as I said they lost their I
[4611] 4:03:42	think um um their lead singer because
[4612] 4:03:45	they he it was this was a Christian punk
[4613] 4:03:47	band. He knocked up some women, left the
[4614] 4:03:50	band and they went kind of socialist and
[4615] 4:03:53	then everything went downhill when they
[4616] 4:03:55	went socialist.
[4617] 4:03:57	But
[4618] 4:04:04	mama says, "I grieve the loss of audio
[4619] 4:04:05	slave. One album was not enough." Hey,
[4620] 4:04:08	um I kind of still think that one album
[4621] 4:04:12	was not enough for Mr. Mister.
[4622] 4:04:14	Okay. I thought Mr. Mister had the
[4623] 4:04:16	potential to be a really great band.
[4624] 4:04:19	They were in fighting all the time.
[4625] 4:04:22	So, you know, they wanted it to be a
[4626] 4:04:27	some like something like three of the
[4627] 4:04:29	members wanted to be a it to be a
[4628] 4:04:31	Christian band. Two decided they wanted
[4629] 4:04:33	to be secular. They couldn't agree. So,
[4630] 4:04:36	they were constantly fighting over it.
[4631] 4:04:44	Camel leopard. Everything went downhill
[4632] 4:04:45	as soon as they went socialist, as all
[4633] 4:04:47	things do.
[4634] 4:04:49	Yeah. Kind of hard to deny, isn't it?
[4635] 4:04:58	So, uh,
[4636] 4:05:02	Bubble Trouble says, "I've grown to love
[4637] 4:05:04	Jungle Break Core." I know someone else
[4638] 4:05:07	who loves Jungle Break Core. Uh, it
[4639] 4:05:09	helps me focus when I writing somehow
[4640] 4:05:12	despite being somewhat intense.
[4641] 4:05:14	Someone likes jungle drums. I know of
[4642] 4:05:18	[laughter]
[4643] 4:05:20	nature.
[4644] 4:05:22	Mrs. producer loves jungle drums.
[4645] 4:05:31	[laughter]
[4646] 4:05:32	Mama says everything went down
[4647] 4:05:34	everything went downhill when they went
[4648] 4:05:36	socialist. Quote, truer words were never
[4649] 4:05:39	spoken. Batman.
[4650] 4:05:43	[laughter]
[4651] 4:05:46	Okay, I think we are out of questions
[4652] 4:05:49	and I think we're at the end of the
[4653] 4:05:50	night here.
[4654] 4:05:52	Uh we had a great conversation here
[4655] 4:05:55	about uh about music that I didn't
[4656] 4:05:57	expect and my peculiar tastes in music.
[4657] 4:06:02	Uh I still hate country music and I will
[4658] 4:06:04	forever hate country music. Um but
[4659] 4:06:07	there's so many great genres of music
[4660] 4:06:08	out there that I do love. Love classical
[4661] 4:06:12	music. love um of uh underground bands.
[4662] 4:06:17	I love uh metal. I love symphonic goth.
[4663] 4:06:22	I love uh movie soundtracks.
[4664] 4:06:26	Oh my gosh. Milo says, "Hold up." Okay,
[4665] 4:06:30	I'll hold up.
[4666] 4:06:33	Amama goes, "I hate that uh Bomb Papa is
[4667] 4:06:38	missing this convo."
[4668] 4:06:40	[laughter]
[4669] 4:06:42	Oh, so much good stuff out there.
[4670] 4:06:45	>> But this is what Christ meant about
[4671] 4:06:47	being in the world but not of
[4672] 4:06:50	>> Yeah. This, as Mrs. Producer said, this
[4673] 4:06:52	is what Christ meant to be in the world,
[4674] 4:06:55	but not of the world.
[4675] 4:06:57	>> We are ancient Egypt and the Bible, but
[4676] 4:07:00	we're also trying to get Christians to
[4677] 4:07:03	influence
[4678] 4:07:05	>> Yeah.
[4679] 4:07:05	>> world, the culture they live in. Yeah.
[4680] 4:07:07	>> And you can only do that by
[4681] 4:07:09	participating
[4682] 4:07:11	culture.
[4683] 4:07:12	>> Well, this one
[4684] 4:07:13	>> don't let the culture don't become
[4685] 4:07:16	corruption.
[4686] 4:07:17	>> Yeah. Well, um
[4687] 4:07:21	um Mrs. Producer, you know, says that,
[4688] 4:07:23	you know, part of our mission as ancient
[4689] 4:07:25	Egypt as the Bible is to get people
[4690] 4:07:28	engaged in the culture. There's lots of
[4691] 4:07:31	ways to do it. Music is one way, you
[4692] 4:07:34	know. We do we do novels. We do, you
[4693] 4:07:37	know, I compose music. I do um art. Oh,
[4694] 4:07:42	that reminds me. Reminds me.
[4695] 4:07:45	>> Are you gonna show my
[4696] 4:07:48	>> Oh, I was doodling yesterday.
[4697] 4:07:53	I was doodling yesterday. Here's my
[4698] 4:07:56	doodle from yesterday.
[4699] 4:07:59	Oo, sloppy. Oo. All right, that's my
[4700] 4:08:03	doodle. All right.
[4701] 4:08:10	Uh, bubble trouble goes, um,
[4702] 4:08:17	uh, I've grown to like opera and
[4703] 4:08:18	operetus. Opera is really good. There
[4704] 4:08:21	was a an audio collection that of opera
[4705] 4:08:25	that is fantastic. It was called the
[4706] 4:08:28	world's behest
[4707] 4:08:30	opera.
[4708] 4:08:31	See if I can find that here.
[4709] 4:08:34	Um,
[4710] 4:08:36	I think it's called that, but let me
[4711] 4:08:38	just double check.
[4712] 4:08:41	I think you can still buy this one, this
[4713] 4:08:44	collection.
[4714] 4:08:48	If you are not a a opera guy person,
[4715] 4:08:54	yeah, world's best opera. It was a 2 CD
[4716] 4:08:57	set. You can still buy it. It's
[4717] 4:09:00	phenomenal.
[4718] 4:09:02	It got it had you have Pavarati on it.
[4719] 4:09:04	You have the leaves. You've got Madam
[4720] 4:09:06	Butterfly. It's got this the best
[4721] 4:09:09	extracts of a dozen operas.
[4722] 4:09:14	>> It's called the world's best opera.
[4723] 4:09:17	>> It's in our collection.
[4724] 4:09:20	Yeah.
[4725] 4:09:23	Um
[4726] 4:09:25	Milo asks, "Have you ever listened to
[4727] 4:09:27	Will Wood and the Tapeworms?" No, I
[4728] 4:09:28	haven't. That one's not one I've I've
[4729] 4:09:30	heard.
[4730] 4:09:36	Milo goes, "If you haven't listened to
[4731] 4:09:39	the selfish first album first, it's my
[4732] 4:09:41	favorite." Okay, let me just write that
[4733] 4:09:43	down.
[4734] 4:09:45	Willwood
[4735] 4:09:47	and the tapeworms.
[4736] 4:09:52	I'll check it out.
[4737] 4:09:58	Okay.
[4738] 4:10:01	normal album. Okay,
[4739] 4:10:03	I will have a look at those
[4740] 4:10:07	bubble trouble doodles. Yeah.
[4741] 4:10:10	Yeah, I doodles.
[4742] 4:10:11	>> Uh, everybody should doodle.
[4743] 4:10:13	>> Everyone should doodle.
[4744] 4:10:16	Everyone should doodle.
[4745] 4:10:23	Mama goes, he almost he looks almost
[4746] 4:10:25	exactly like I imagined and I love it.
[4747] 4:10:28	[laughter]
[4748] 4:10:33	Uh, Sloppy's book is
[4749] 4:10:36	>> Yeah, Sloppy's book's going to be fun.
[4750] 4:10:40	>> Yeah. Uh, we are we are planning a
[4751] 4:10:42	sloppy book and it'll be coming out
[4752] 4:10:45	after book four, which will be probably
[4753] 4:10:48	a good thing cuz book four is kind of
[4754] 4:10:52	Yeah. depressing. Um,
[4755] 4:10:55	Milo, I'm fooling at the mouth.
