[0] 0:22	Oh,
[3906] 3:20:58	Okay. Parcel tongue. No. Yeah. You're
[3907] 3:21:02	not that far. You're not that far off.
[3908] 3:21:16	Uh was that question already asked
[3909] 3:21:18	earlier?
[3910] 3:21:20	the uh Mount Eel.
[3911] 3:21:26	Okay, Daniel, you know the rules.
[3912] 3:21:31	We were Well, I know it doesn't matter
[3913] 3:21:33	if we ignore we got the time to take it,
[3914] 3:21:35	but uh just a heads up. Um well, let me
[3915] 3:21:39	finish with with Rob here first and then
[3916] 3:21:41	move on. Uh okay. So essentially when I
[3917] 3:21:45	see this this statement the ser serpent
[3918] 3:21:47	of office uh drove out the ear by
[3919] 3:21:49	whispering to her that that just strikes
[3920] 3:21:50	to me as ofnosticism.
[3921] 3:21:52	That's that's that's what comes to my
[3922] 3:21:54	mind is ofnosticism.
[3923] 3:21:57	So
[3924] 3:21:59	um
[3925] 3:22:03	so uh
[3926] 3:22:05	so anyway I hope that uh that helps.
[3927] 3:22:08	Thank you very much for the super chat.
[3928] 3:22:09	Very much appreciated.
[3929] 3:22:14	Okay. So, his bad. All right.
[3930] 3:22:17	We'll take it. We'll honor it.
[3931] 3:22:22	All right. So, uh,
[3932] 3:22:25	Daniel Lowry asks, "Did you see Craig
[3933] 3:22:28	Evans promoting the Mount Ebble curse
[3934] 3:22:30	amulet?" Yes.
[3935] 3:22:33	Craig Evans needs to stay out of Old
[3936] 3:22:36	Testament archaeology.
[3937] 3:22:40	He needs to stay out of it.
[3938] 3:22:43	Um,
[3939] 3:22:46	how do I say this? Um, he's a New
[3940] 3:22:48	Testament scholar. That's that's his
[3941] 3:22:51	thing. Greg Evans is a New Testament
[3942] 3:22:53	scholar. That's his that's his
[3943] 3:22:55	wheelhouse, the New Testament.
[3944] 3:22:59	He doesn't know anything about the Old
[3945] 3:23:02	Testament.
[3946] 3:23:03	But he's been pontificating a lot about
[3947] 3:23:06	archaeology of the Old Testament
[3948] 3:23:09	recently and he doesn't know what he's
[3949] 3:23:12	doing.
[3950] 3:23:14	Yeah, I know.
[3951] 3:23:17	I know he does not know what he's doing.
[3952] 3:23:20	And I saw him uh promoting the Mount
[3953] 3:23:24	Ebble curse amulet
[3954] 3:23:26	long after it's been discredited.
[3955] 3:23:30	I mean, Bitcoin's not
[3956] 3:23:34	>> Oh, well, that's that was one of the
[3957] 3:23:36	things about um the NAS this year.
[3958] 3:23:39	Nobody's talking about the Mount Ebble
[3959] 3:23:41	amulet anymore.
[3960] 3:23:43	It's been so thoroughly discredited at
[3961] 3:23:46	this point
[3962] 3:23:48	>> that not even Strippling's talking about
[3963] 3:23:50	it.
[3964] 3:23:51	>> Yeah. Nobody's talking about it anymore
[3965] 3:23:56	just because it's it's that discredited
[3966] 3:24:00	um two years ago at the uh NES when um
[3967] 3:24:07	uh when Peter Vanderine gave his reading
[3968] 3:24:11	of the bound curse amulet, everyone
[3969] 3:24:14	walked out of there going, "Oh, this is
[3970] 3:24:17	a joke.
[3971] 3:24:19	This is a complete joke.
[3972] 3:24:23	Um,
[3973] 3:24:28	James Murray asks, "How is the Mount Eel
[3974] 3:24:30	Curse emblem discredited?" There's
[3975] 3:24:32	nothing on it. There's nothing on it.
[3976] 3:24:36	Uh, the scans are, Here's the thing.
[3977] 3:24:39	When they do those uh, tomography scans,
[3978] 3:24:41	those X-ray tomography scans on on LE
[3979] 3:24:45	amulets, you can really tell what's on
[3980] 3:24:47	them.
[3981] 3:24:48	It's really, really clear.
[3982] 3:24:52	Okay, there is absolutely nothing on the
[3983] 3:24:57	Mount Ebble curse amulet tablets.
[3984] 3:25:00	Nothing.
[3985] 3:25:02	You might be able to squint really,
[3986] 3:25:06	really hard and see an H.
[3987] 3:25:10	That's it.
[3988] 3:25:13	You might be able to see a humanform H.
[3989] 3:25:15	That's it.
[3990] 3:25:18	There's nothing else. Everything else on
[3991] 3:25:20	there is paridolia.
[3992] 3:25:22	Imagination.
[3993] 3:25:27	>> Yeah, it does look I mean a lot of
[3994] 3:25:29	people are thinking it's it's fishing
[3995] 3:25:31	weights. Uh Oh, yeah. It was totally
[3996] 3:25:33	like puppies in the clouds. Yeah.
[3997] 3:25:35	Peridolia.
[3998] 3:25:39	I mean, the first uh the first guy they
[3999] 3:25:41	had doing the translation, I mean, did
[4000] 3:25:43	crazy stuff. absolutely bonkers crazy uh
[4001] 3:25:48	um
[4002] 3:25:51	that were just all over the place
[4003] 3:25:53	meandering like a ant on on cocaine.
[4004] 3:25:57	Okay,
[4005] 3:26:00	but Peter Vander's reading wasn't any
[4006] 3:26:03	better. It was just as bad.
[4007] 3:26:08	Um
[4008] 3:26:09	it just it's just crazy how how they
[4009] 3:26:12	tried to keep this alive for so long.
[4010] 3:26:14	But this was we have to understand for
[4011] 3:26:17	any the NES and ABR this was a winner
[4012] 3:26:20	take all thing. Okay this is a winner
[4013] 3:26:23	take all proposition.
[4014] 3:26:27	So here's what what's at stake.
[4015] 3:26:31	If they could read letters on that
[4016] 3:26:34	amulet
[4017] 3:26:37	and those letters date to late Bronze
[4018] 3:26:40	Age 1A/B,
[4019] 3:26:44	then they can claim
[4020] 3:26:46	that the Mount Ebel site was early
[4021] 3:26:52	basically was um inhabited around 1400
[4022] 3:26:55	BC and thus claimed the early Exodus
[4023] 3:26:57	date.
[4024] 3:26:59	The problem is that all the um ceramic
[4025] 3:27:04	remains are against that.
[4026] 3:27:07	Um I happen to know the guy that
[4027] 3:27:12	has the catalog of all the ceramic
[4028] 3:27:15	remains that were found at Mount Eel.
[4029] 3:27:18	And it's about 100 pages worth of
[4030] 3:27:20	material.
[4031] 3:27:22	He says there's no doubt that the site
[4032] 3:27:23	dates to late Bronze Age 2B, early iron
[4033] 3:27:27	one.
[4034] 3:27:29	So around circa 1200, not 1400.
[4035] 3:27:34	If Mount Ebble dates to the late bronze
[4036] 3:27:38	2B period, not 1A,
[4037] 3:27:44	what happens to the early Exodus date is
[4038] 3:27:46	it crumbles to dust. This is the final
[4039] 3:27:50	stand. This is, as I said, this is the
[4040] 3:27:52	winner take all position. This is the
[4041] 3:27:55	winner take all. They they they've put
[4042] 3:27:58	everything
[4043] 3:28:00	into that Mount Ebel curse amulet
[4044] 3:28:04	[clears throat] in hopes that they'll
[4045] 3:28:06	they'll win this gamble.
[4046] 3:28:09	They'll win this gamble
[4047] 3:28:12	and winner take all proposition and come
[4048] 3:28:15	out victorious
[4049] 3:28:17	uh with the early Exodus state.
[4050] 3:28:21	But [clears throat] the problem is that
[4051] 3:28:24	the looking at the Mount Eel curse
[4052] 3:28:27	emolet has been completely discredited.
[4053] 3:28:32	Desp
[4054] 3:28:33	Yeah, keeps learning says desperation.
[4055] 3:28:35	Yeah, that's what it is. It's
[4056] 3:28:36	desperation at this point. Uh they've
[4057] 3:28:38	lost so many of these these these things
[4058] 3:28:42	now that I mean they've lost the Jericho
[4059] 3:28:45	thing, they lost the Hatsour thing. Um,
[4060] 3:28:48	[clears throat]
[4061] 3:28:49	and now they've lost Mount Devil.
[4062] 3:28:53	So, you know, for the longest time, even
[4063] 3:28:56	even after um Lorenzo Nigro published
[4064] 3:28:59	his uh reports, you know, they were
[4065] 3:29:02	still going on saying, "Oh, well,
[4066] 3:29:04	there's no there's no late bronze 2B
[4067] 3:29:06	destruction at uh Jericho." And Nigro
[4068] 3:29:11	writes another paper in 2023 goes, "Oh,
[4069] 3:29:12	yes, there was."
[4070] 3:29:15	So, so yeah, the they're done. Uh, you
[4071] 3:29:20	know, the the for the longest time too,
[4072] 3:29:24	they were also saying, "Oh, there was a
[4073] 3:29:26	late bronze 1A destruction at Hotsore,
[4074] 3:29:30	you know, and
[4075] 3:29:32	the the site supervisor is basically
[4076] 3:29:34	saying, no, there isn't.
[4077] 3:29:36	This it's it's not there. There's
[4078] 3:29:38	nothing there that's light bronze
[4079] 3:29:42	uh 1A destruction.
[4080] 3:29:44	So, they've lost so many of these things
[4081] 3:29:46	now that
[4082] 3:29:50	that it's this thing's over pretty much.
[4083] 3:29:52	This was their last chance.
[4084] 3:29:57	Um, Scott Worin says, "The amulet is not
[4085] 3:30:00	the beall and the end all entirety of
[4086] 3:30:02	the early Exodus daters. It all sounds
[4087] 3:30:04	like desperation specific to ABR." Well,
[4088] 3:30:07	they keep losing this thing. And if they
[4089] 3:30:10	keep losing this thing, they resort to
[4090] 3:30:12	desperation tactics.
[4091] 3:30:16	Um, they keep trying to
[4092] 3:30:19	to shift this as much as they can within
[4093] 3:30:21	their their sort of ideological purview,
[4094] 3:30:25	but it's just not looking good.
[4095] 3:30:29	Uh, James Murray, what was the highest
[4096] 3:30:31	carbon 14 data material from cow sheep
[4097] 3:30:33	filmed at Mount Eel? About 1,200.
[4098] 3:30:36	the carbon 14 just came in the same, you
[4099] 3:30:39	know, same span. So,
[4100] 3:30:43	um, everything everything at the Mount
[4101] 3:30:45	Ebles site confirms Lake Bront Iron Age
[4102] 3:30:48	one. Everything. And it's all within a
[4103] 3:30:50	75 year window. So, it's not even a long
[4104] 3:30:53	window. Um, [clears throat] I mean,
[4105] 3:30:56	here's the thing that uh we have to
[4106] 3:30:57	understand. Sites that have a smaller uh
[4107] 3:31:01	um occupancy are easier to date.
[4108] 3:31:05	This is one one of the things like like
[4109] 3:31:07	for example Amarna
[4110] 3:31:09	uh was only in operation 15 years. So
[4111] 3:31:12	it's incredibly easy to date.
[4112] 3:31:15	Anytime you have a site that's you would
[4113] 3:31:18	think the longer somebody lives there,
[4114] 3:31:19	the e the harder it would be or the
[4115] 3:31:21	longer somebody lives there, the longer
[4116] 3:31:22	harder it is to date. It's not true.
[4117] 3:31:24	It's the opposite. The shorter a period
[4118] 3:31:27	a site is occupied, the easier it is to
[4119] 3:31:29	date.
[4120] 3:31:31	Um, God help us if we ever have to date
[4121] 3:31:33	Helopoulos. That site was in operation
[4122] 3:31:36	for 3,000 years.
[4123] 3:31:38	Incredibly difficult to date Helop
[4124] 3:31:40	anything from Helopoulos.
[4125] 3:31:42	But Ebble because it was such a short
[4126] 3:31:45	span of time, 50 to 75 years, incredibly
[4127] 3:31:49	easy to date. So the carbon 14 material
[4128] 3:31:53	all is going to date all dates to 1200
[4129] 3:31:55	to 1150 BC.
[4130] 3:31:58	Um
[4131] 3:32:00	the
[4132] 3:32:02	uh the ceramic remains are all late
[4133] 3:32:05	bronze 2B Iron Age one.
[4134] 3:32:08	So
[4135] 3:32:10	um
[4136] 3:32:12	so yeah it's there it's this is this is
[4137] 3:32:16	this is a losing lose proposition for
[4138] 3:32:19	ABR at this point.
[4139] 3:32:21	Uh Daniel Lori says it's disappointing
[4140] 3:32:23	given how interesting the Apple site is.
[4141] 3:32:26	This seems to dominate the online
[4142] 3:32:27	discussion about Yeah, it is kind of
[4143] 3:32:37	>> Oh, yeah. It's exactly
[4144] 3:32:40	um
[4145] 3:32:42	and and frankly that that um that the
[4146] 3:32:45	curse amulet has has sort of because of
[4147] 3:32:48	the sensationalism. I mean, it really
[4148] 3:32:50	was. I mean,
[4149] 3:32:53	the the publication was a joke. Okay.
[4150] 3:32:57	Um,
[4151] 3:33:00	well, they went to the press first, and
[4152] 3:33:03	that's always a bad sign. Uh, before
[4153] 3:33:06	they they went to the conferences,
[4154] 3:33:08	they went right to the newspapers.
[4155] 3:33:11	Um [clears throat]
[4156] 3:33:13	um they used say Lenir's facilities to
[4157] 3:33:16	organize this great big news conference
[4158] 3:33:20	and then they published a paper in this
[4159] 3:33:23	weird backwater journal. Um I mean a a
[4160] 3:33:28	low tier journal.
[4161] 3:33:31	Um they didn't even publish it in
[4162] 3:33:33	archaeology journal. They they published
[4163] 3:33:34	it in a natural science journal. It was
[4164] 3:33:37	really bizarre.
[4165] 3:33:41	and it's not not something you would
[4166] 3:33:42	have that that sort of journal doesn't
[4167] 3:33:44	even have proper peer reviewers.
[4168] 3:33:48	So,
[4169] 3:33:49	um yeah, the whole thing was kind of a
[4170] 3:33:53	circus.
[4171] 3:33:55	Um they had they had but even with the
[4172] 3:33:58	fact that they didn't have great peer
[4173] 3:34:00	reviewers
[4174] 3:34:02	a lot of their um
[4175] 3:34:06	they had tried to redate the ceramic
[4176] 3:34:08	topology
[4177] 3:34:10	to try to stretch it back to late bronze
[4178] 3:34:14	1A
[4179] 3:34:16	and the peer they must have had somebody
[4180] 3:34:19	on the peerreview team that um said no
[4181] 3:34:24	No, no. Uh uh uh
[4182] 3:34:28	cuz they took that out.
[4183] 3:34:31	Um
[4184] 3:34:33	I have an early copy of that paper plus
[4185] 3:34:36	the final published paper. Okay. Cuz
[4186] 3:34:40	the early the early paper leaked. The
[4187] 3:34:44	early um paper was leaked and I happened
[4188] 3:34:47	to get a copy of it. Uh
[4189] 3:34:51	there are some substantial difference
[4190] 3:34:53	between the early paper and the later
[4191] 3:34:55	one. The early one made some
[4192] 3:34:58	really sweeping claims about the ceramic
[4193] 3:35:01	topology that were just not supportable.
[4194] 3:35:04	So they end up taking almost all of that
[4195] 3:35:06	out.
[4196] 3:35:12	So
[4197] 3:35:14	yeah. Um
[4198] 3:35:17	Scott Worland says Sheckchum equals
[4199] 3:35:18	Mount Eel. I was unaware surprised.
[4200] 3:35:21	Mount Ebel overlooks Sheckchum. Okay. Uh
[4201] 3:35:25	you have Mount Ebel and Mount Garazim
[4202] 3:35:26	and they both overlook Sheckchum.
[4203] 3:35:28	Sheckchum is kind of in the valley
[4204] 3:35:30	between the two. So,
[4205] 3:35:39	but Ebel is is I mean the fact is it is
[4206] 3:35:42	a ritual site. It's an it has altars. It
[4207] 3:35:45	has lots of um lots of sacrifices were
[4208] 3:35:49	done at at Ebble. It is probably it is
[4209] 3:35:52	almost assuredly
[4210] 3:35:55	the
[4211] 3:35:57	um the ritual site of Joshua.
[4212] 3:36:01	We're almost we're almost I'd say 90 90%
[4213] 3:36:05	95% sure that that's the the ritual site
[4214] 3:36:08	of Joshua
[4215] 3:36:10	just because it's the really the only
[4216] 3:36:12	candidate for it. So um [clears throat]
[4217] 3:36:18	so um that's that is what I would say
[4218] 3:36:21	for that. It's just um
[4219] 3:36:25	the focus should be on the archaeology
[4220] 3:36:27	of the site. Yeah. And
[4221] 3:36:32	um and and frankly if if they had
[4222] 3:36:34	published the Mount Ebel curse amulet as
[4223] 3:36:37	just a fishing weight
[4224] 3:36:40	and a very interesting weight that they
[4225] 3:36:42	found there and frankly a fishing weight
[4226] 3:36:44	isn't even the only alternative. It
[4227] 3:36:45	could be a curtain weight a clothing
[4228] 3:36:48	weight.
[4229] 3:36:50	They did have clothing weights.
[4230] 3:36:53	There's other alternatives too but it's
[4231] 3:36:55	clearly a weight of some kind.
[4232] 3:36:59	And it's like, okay, they didn't get the
[4233] 3:37:01	a positive result. They got a negative
[4234] 3:37:03	result. That's still a result.
[4235] 3:37:06	Yeah, we found this interesting lead uh
[4236] 3:37:08	artifact. Has no writing on it. The fact
[4237] 3:37:12	that they've got lead here is
[4238] 3:37:14	interesting. It's absolutely
[4239] 3:37:16	interesting. Publish that. That could
[4240] 3:37:19	have added to to it instead of being
[4241] 3:37:22	this this monstrosity of a distraction.
[4242] 3:37:26	But ABR does this all the time.
[4243] 3:37:30	>> The only Yeah.
[4244] 3:37:33	>> Yeah. Uh ABR is just obsessed with the
[4245] 3:37:35	Exodus and and that colors their vision
[4246] 3:37:39	here. So,
[4247] 3:37:48	um if it doesn't have writing on it, why
[4248] 3:37:50	even call it an amulet?
[4249] 3:37:52	Because people are hopeful.
[4250] 3:37:55	I call it a fishing weight. I call it a
[4251] 3:37:57	weight. Fabric weight, fishing weight.
[4252] 3:37:59	We're not exactly sure the use.
[4253] 3:38:02	>> And again,
[4254] 3:38:06	>> yeah,
[4255] 3:38:07	>> this isn't [clears throat] somebody.
[4256] 3:38:08	>> Yeah.
[4257] 3:38:10	>> Yeah. This isn't a one-off. But here's
[4258] 3:38:12	the thing. It's been now named that.
[4259] 3:38:16	So because people name so cuz ABR and
[4260] 3:38:20	Stripling named it an amulet is now
[4261] 3:38:23	stuck kind of kind of stuck with it kind
[4262] 3:38:26	of like the Berlin pedestal. Here's
[4263] 3:38:29	another example from that that that ilk.
[4264] 3:38:33	Okay, the Berlin pedestal.
[4265] 3:38:36	It's not a pedestal.
[4266] 3:38:39	It's the base of a column.
[4267] 3:38:42	Okay, it's a column base.
[4268] 3:38:45	It's it's the base of a column that was
[4269] 3:38:48	used in a temple somewhere. It's not a
[4270] 3:38:50	pedestal. It's never used as a pedestal.
[4271] 3:38:53	It shouldn't even be described as a
[4272] 3:38:55	pedestal. It's not a pedestal. But
